"Date","Autos","Autres","Bus","Camions","Camions.articules","Camions.legers","Camions.Lourds","Camions.porteurs","Ecoliers","Illegaux","Motos","Non.Utilise","Pietons","Tous","Velos","Cluster_1","Cluster_2","Cluster_3","Cluster_4","Cluster_5","Cluster_6","Cluster_7","Cluster_8","Cluster_9","Cluster_10"
"2019-11-20",194480,0,3332,0,233,0,2075,2359,0,0,0,0,57681,0,625,5,2,1,2,1,2,1,2,3,0
"2019-11-21",109923,0,1585,0,0,0,2364,0,0,0,0,0,39835,0,168,0,1,1,2,0,0,1,1,0,0
"2019-11-26",17013,0,417,0,43,0,235,411,0,0,0,0,12036,0,258,0,1,0,0,0,0,1,1,0,1
"2019-11-28",12742,0,468,0,74,0,0,344,0,0,0,0,4712,0,80,2,0,0,1,0,0,0,0,0,0
"2019-12-11",1588,0,73,0,0,0,0,35,0,0,0,0,588,0,8,0,0,0,0,0,0,0,0,1,0
"2020-01-28",81601,0,1842,0,425,0,0,1759,0,0,0,0,2004,0,75,0,0,0,0,1,0,0,0,2,0
"2020-02-18",10175,0,512,0,5,0,0,163,0,0,0,0,2194,0,7,0,0,2,0,0,0,0,0,0,2
"2020-02-19",21566,0,426,0,20,0,0,367,0,0,0,0,1129,0,19,1,0,0,1,1,0,0,0,0,1
"2020-02-20",21102,0,518,0,190,0,0,590,0,0,0,0,532,0,3,0,1,0,0,0,0,0,1,0,0
"2020-02-26",24689,0,330,0,288,0,0,677,0,0,0,0,1166,0,37,1,0,0,0,1,0,1,0,0,1
"2020-02-27",17695,0,345,0,11,0,0,270,0,0,0,0,1211,0,19,0,0,1,0,1,0,0,0,2,0
"2020-07-25",3332,0,3,0,0,0,0,20,0,0,0,0,0,0,615,1,0,0,0,0,0,0,0,0,0
"2020-08-13",5794,0,193,0,11,0,0,104,0,0,0,0,2914,0,297,0,0,0,0,0,0,0,0,0,1
"2020-09-02",4931,0,113,0,4,0,0,48,0,0,0,0,602,0,63,0,1,0,0,0,0,0,0,0,0
"2020-09-17",0,0,0,0,0,0,0,0,0,0,0,0,7562,54061,6882,1,0,1,0,1,2,0,0,0,0
"2020-09-19",0,0,0,0,0,0,0,0,0,0,0,0,6058,41109,5773,0,1,0,0,0,1,0,1,0,1
"2020-09-23",32939,0,561,0,105,0,0,881,0,0,0,0,14378,0,6137,2,1,0,0,1,0,1,0,2,0
"2020-10-06",31658,0,1059,0,500,0,0,1545,0,0,0,0,7797,0,4118,0,0,0,1,0,2,1,1,1,0
"2020-10-08",4599,0,97,0,1,0,0,38,0,0,0,0,259,0,114,0,0,0,0,0,0,0,1,0,0
"2020-10-20",31499,0,690,0,59,0,0,870,0,0,0,0,7587,0,3634,0,0,1,2,1,1,2,0,0,0
"2020-10-22",9472,0,184,0,9,0,0,184,0,0,0,0,1635,0,143,1,0,0,0,0,0,0,0,2,0
"2020-10-27",24085,0,291,0,67,0,0,590,0,0,0,0,1268,0,282,0,1,0,0,0,0,0,0,1,0
"2020-10-29",41747,0,885,0,560,0,0,1782,0,0,48,0,3338,0,681,2,0,0,0,0,1,0,1,1,0
"2020-11-10",58727,0,699,0,93,0,0,1084,0,0,0,0,7522,0,5513,0,1,2,1,2,0,2,0,1,0
"2020-11-12",64834,0,1215,0,178,0,0,1609,0,0,0,0,13249,0,1456,3,0,1,1,1,1,1,0,0,1
"2020-12-01",58960,0,1802,0,83,0,0,1015,0,0,0,0,5797,0,304,0,0,1,1,0,2,1,0,1,1
"2020-12-03",51389,0,753,0,120,0,0,1035,0,0,0,0,5828,0,431,0,2,0,0,1,0,0,0,0,1
"2020-12-09",153520,0,3453,0,499,0,0,4198,0,0,0,0,0,0,160,1,1,1,0,1,1,0,1,1,0
"2020-12-16",22912,0,686,0,16,0,0,350,0,0,0,0,4250,0,114,1,2,0,0,1,0,0,0,0,0
"2021-02-25",1729,0,0,0,0,0,0,0,0,0,0,0,385,0,7,0,0,0,0,1,0,0,0,0,0
"2021-03-04",0,0,0,0,0,0,0,0,0,0,0,0,550,3285,30,0,0,0,0,0,0,1,0,0,0
"2021-04-08",13549,0,139,0,0,0,383,0,0,0,0,0,655,0,29,0,0,0,0,0,0,1,0,0,0
"2021-04-20",88880,0,1434,0,0,0,2372,0,0,0,0,0,5973,0,304,0,1,0,1,0,0,3,0,1,3
"2021-04-28",32628,0,712,0,0,0,514,0,0,0,0,0,5639,0,693,2,0,0,2,1,0,1,0,1,0
"2021-05-05",4530,0,127,0,0,0,61,0,0,0,0,0,152,0,3,0,1,0,0,0,0,0,0,0,0
"2021-05-18",235432,0,4652,0,577,0,0,7415,0,0,0,0,139757,0,20911,0,0,1,2,2,1,3,1,1,2
"2021-05-19",242752,0,5176,0,694,0,0,8020,0,0,0,0,143233,0,20798,2,0,1,0,0,1,2,3,1,3
"2021-05-20",251291,0,5278,0,666,0,425,7778,0,0,0,0,130833,0,19054,3,1,0,2,2,2,1,2,2,2
"2021-05-26",44786,0,1713,0,389,0,0,1177,0,0,0,0,2248,0,287,0,1,0,0,0,0,0,0,2,0
"2021-05-27",14336,0,244,0,0,0,553,0,0,0,0,0,4260,0,3721,1,0,0,1,0,0,0,0,0,0
"2021-06-01",13821,0,247,0,0,0,236,0,0,0,0,0,712,0,816,0,0,0,0,0,0,0,1,1,0
"2021-06-02",31218,0,655,0,66,0,0,873,0,0,0,0,4674,0,14399,0,1,0,1,0,0,0,2,0,0
"2021-06-03",232687,0,3643,0,0,0,8826,0,0,0,0,0,31689,0,1149,2,3,3,3,2,2,0,2,2,4
"2021-06-10",5786,0,97,0,0,0,97,0,0,0,0,0,2347,0,312,0,0,0,0,0,0,0,1,0,0
"2021-06-16",9635,0,245,0,0,0,196,0,0,0,0,0,5331,0,855,0,0,0,1,0,1,0,0,0,0
"2021-06-17",2643,0,28,0,0,0,56,0,0,0,0,0,1133,0,248,0,0,0,0,0,0,0,0,0,1
"2021-07-07",29779,0,275,0,0,0,1146,0,0,0,0,0,4534,0,1830,0,1,0,0,1,0,0,1,0,1
"2021-08-12",19126,0,98,0,0,0,403,0,0,0,0,0,2928,0,5084,0,0,0,2,0,0,0,1,1,1
"2021-08-24",17987,0,400,0,0,0,263,0,0,0,0,0,1536,0,993,2,0,0,1,0,0,0,0,0,1
"2021-08-31",227613,0,4982,0,0,0,6657,0,0,0,0,0,17212,0,1583,2,1,0,0,0,1,2,2,1,1
"2021-09-01",232906,0,5113,0,0,0,6652,0,0,0,0,0,17260,0,1641,1,1,2,1,0,0,2,1,2,0
"2021-09-02",235972,0,5229,0,0,0,6337,0,0,0,0,0,16410,0,1598,1,0,0,1,2,1,1,1,2,1
"2021-09-14",56669,0,1983,0,0,0,2060,0,0,0,0,0,10438,0,9053,2,0,0,1,3,1,0,0,1,0
"2021-09-15",12023,0,368,0,0,0,216,0,0,0,0,0,738,0,80,0,0,0,0,1,0,0,0,0,0
"2021-09-16",84735,0,1717,0,0,0,2092,0,0,0,0,0,31627,0,24344,0,3,2,1,1,0,1,2,3,1
"2021-09-23",102077,0,1967,0,0,0,1849,41,0,0,0,0,10810,0,3916,0,1,1,1,1,1,0,1,1,3
"2021-09-25",803,0,5,0,0,0,0,15,0,0,0,0,702,0,1369,0,0,0,0,0,0,0,0,1,0
"2021-09-28",24539,0,717,0,44,0,0,501,0,0,0,0,2758,0,1377,1,0,0,0,0,0,0,0,0,2
"2021-09-29",79382,0,1206,0,447,0,1222,1496,0,0,0,0,13358,0,7168,1,2,3,0,0,1,0,1,0,0
"2021-09-30",10984,0,135,0,10,0,0,358,0,0,0,0,3920,0,1943,0,0,0,0,0,1,0,0,0,0
"2021-10-05",77600,0,2145,0,356,0,229,1745,0,0,0,0,4904,0,2613,1,1,0,0,3,2,1,3,0,0
"2021-10-06",40720,0,1230,0,0,0,1068,0,0,0,0,0,7966,0,2592,0,0,3,0,1,0,0,0,0,0
"2021-10-12",7507,0,64,0,4,0,0,92,0,0,0,0,320,0,111,0,0,1,0,0,0,0,0,0,0
"2021-10-13",60111,0,1814,0,101,0,0,1427,0,0,0,0,33761,0,1750,0,3,1,1,0,0,0,2,1,0
"2021-10-14",1210,0,74,0,0,0,0,26,0,0,0,0,55,0,122,0,0,0,0,1,0,0,0,0,0
"2021-10-19",9701,0,274,0,6,0,0,169,0,0,0,0,4482,0,468,0,0,0,0,0,1,0,0,0,1
"2021-10-23",24978,0,352,0,19,0,0,264,0,0,0,0,28262,0,900,0,0,1,0,1,0,0,0,0,0
"2021-10-27",185381,0,4067,0,941,0,0,5188,0,0,0,0,40735,0,1151,2,1,0,3,2,1,1,3,1,2
"2021-10-28",2924,0,131,0,0,0,126,0,0,0,0,0,67,0,20,0,0,0,0,0,0,0,0,1,0
"2021-11-02",40128,0,690,0,147,0,284,1126,0,0,0,0,569,0,231,1,0,0,0,1,0,1,0,1,1
"2021-11-03",17576,0,282,0,69,0,261,280,0,0,0,0,2226,0,1223,0,1,1,0,0,0,0,0,0,0
"2021-11-09",219156,0,5832,0,974,0,582,5794,0,0,0,0,23832,0,7538,2,4,2,0,3,0,1,2,1,3
"2021-11-10",154303,0,3671,0,2413,0,0,6522,0,0,0,0,11732,0,2086,0,0,2,2,2,0,2,1,0,1
"2021-11-11",4994,0,242,0,20,0,0,106,0,0,0,0,658,0,48,0,0,0,0,0,0,0,0,0,1
"2021-11-17",228361,0,4936,0,1479,0,0,7421,0,0,0,0,17065,0,1242,2,2,1,1,1,2,2,0,2,2
"2021-11-23",18816,0,413,0,71,0,0,500,0,0,0,0,1004,0,75,0,0,0,1,0,0,1,0,0,0
"2021-11-24",102356,0,2046,0,1093,0,0,3573,0,0,0,0,5922,0,323,2,0,0,1,2,1,1,1,1,0
"2021-12-01",33448,0,428,0,0,0,726,0,0,0,0,0,2017,0,153,1,1,0,0,1,0,0,0,0,0
"2021-12-08",34734,0,388,0,0,0,1024,0,0,0,0,0,3781,0,186,0,1,1,0,0,0,0,1,0,0
